protein	adipose tissue	adrenal gland	appendix	bone marrow	breast	bronchus	caudate	cerebellum	cerebral cortex	cervix	colon	duodenum	endometrium 1	endometrium 2	epididymis	esophagus	fallopian tube	gallbladder	heart muscle	hippocampus	kidney	liver	lung	lymph node	nasopharynx	oral mucosa	ovary	pancreas	parathyroid gland	placenta	prostate	rectum	salivary gland	seminal vesicle	skeletal muscle	skin 1	skin 2	small intestine	smooth muscle	soft tissue 1	soft tissue 2	spleen	stomach 1	stomach 2	testis	thyroid gland	tonsil	urinary bladder	vagina	nan	hypothalamus	endometrium	hair	retina	lactating breast	skin	thymus	cartilage	eye	pituitary gland	choroid plexus	dorsal raphe	substantia nigra	sole of foot	
DYM	0	3	0	3	3	3	3	2	2	2	2	3	3	3	2	3	3	2	3	2	3	3	2	2	3	2	1	2	3	2	2	2	3	3	2	2	2	2	2	0	2	2	3	3	2	3	3	2	3	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
ELAC1	0	2	0	0	0	-100	1	1	2	0	2	2	1	0	2	0	1	2	3	0	2	0	2	0	1	0	0	1	2	2	2	2	0	0	3	2	0	2	0	1	0	0	2	2	2	2	2	0	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
MBD1	0	2	2	2	1	2	1	1	0	2	0	2	2	2	1	2	0	2	2	1	2	0	2	2	2	2	1	1	2	2	1	2	1	0	1	1	1	2	0	0	0	2	2	2	1	1	2	1	1	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
SMAD4	0	2	2	2	1	2	1	0	1	0	3	3	2	2	1	2	2	2	1	1	2	1	2	0	2	1	2	2	2	3	2	3	1	0	0	1	2	3	1	0	0	0	2	2	2	2	2	2	1	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
TNFRSF11A	0	2	0	1	1	2	2	2	2	0	1	3	1	1	2	0	2	2	0	2	0	0	0	1	2	0	0	0	1	0	0	1	0	0	2	1	1	3	1	0	2	0	2	2	2	1	1	0	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
ZCCHC2	0	2	0	0	2	2	0	0	0	1	2	2	2	1	2	2	2	2	1	1	2	1	2	0	2	2	0	0	1	2	2	2	2	2	0	2	0	2	1	0	0	0	2	2	1	2	2	2	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
PMAIP1	0	2	0	0	0	0	0	1	2	0	0	2	1	1	1	0	1	2	2	2	2	2	0	0	1	0	0	0	2	0	1	2	2	0	2	0	0	2	0	0	0	0	2	2	2	2	0	0	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
NT5C3B	0	2	0	1	0	3	1	1	2	2	2	2	2	0	2	2	0	2	2	0	2	1	1	1	0	2	1	0	0	2	0	2	1	2	2	2	2	2	2	0	0	0	1	0	1	2	2	2	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
RETREG3	3	2	2	0	3	3	1	2	1	2	2	2	2	2	2	3	2	3	0	1	3	1	2	3	3	2	1	1	2	3	2	2	3	1	2	2	2	2	2	3	3	2	2	1	3	2	2	2	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
ERBB2	0	0	0	1	2	0	0	0	0	1	0	0	2	2	0	1	0	0	2	0	0	1	0	0	0	0	0	0	1	2	1	1	1	1	2	0	0	1	0	0	0	0	0	0	0	1	1	2	1	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
GRB7	0	2	0	1	2	2	0	0	0	2	2	2	2	1	1	2	2	2	2	0	1	0	2	1	2	2	0	0	0	1	2	2	1	2	2	2	2	2	2	1	1	0	2	2	0	1	2	3	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
MIEN1	0	2	0	1	1	0	0	1	0	0	1	1	1	1	1	2	1	2	1	0	2	1	1	0	0	0	2	2	2	1	2	2	2	1	0	0	0	1	0	0	0	0	2	2	2	1	0	1	1	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
PNMT	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
ARL5C	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
IGFBP4	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
FKBP10	1	1	0	0	1	2	1	0	0	0	1	0	1	2	1	0	1	2	1	0	1	0	1	2	0	0	1	1	1	0	1	0	0	1	0	2	0	0	1	0	2	1	0	0	1	2	1	0	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
CACNA1A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-100	0	0	0	0	0	0	0	0	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
MISP3	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
BRD4	3	3	3	3	3	3	3	0	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	0	3	3	3	3	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
SLC39A3	1	3	2	1	2	2	1	-100	0	3	3	3	3	3	2	2	2	3	3	1	3	3	2	2	2	2	1	3	3	3	2	3	2	3	1	3	2	3	2	2	1	2	3	3	3	2	2	2	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
NFIC	0	3	2	1	2	3	0	1	0	2	2	0	2	2	2	2	2	3	2	1	0	2	1	1	3	3	2	2	2	0	1	2	3	2	2	0	0	0	2	1	1	1	3	2	0	2	3	0	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
PLPP2	0	1	0	0	0	1	2	0	2	0	1	2	1	1	0	1	1	2	1	2	2	1	0	0	1	0	0	2	1	1	1	2	2	0	1	0	1	2	0	0	0	1	2	1	0	1	1	2	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
ZIM3	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
PRDM15	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
PFKL	0	0	0	2	1	0	1	2	0	0	1	1	1	1	2	1	0	2	0	2	2	2	0	0	0	0	0	0	0	2	0	1	1	1	0	0	0	2	0	0	1	0	2	1	0	1	0	2	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
VAV1	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
MVB12A	0	0	0	1	0	2	0	1	2	2	2	1	2	2	3	2	0	3	1	1	2	1	2	0	3	2	3	0	0	1	3	0	2	3	0	1	2	1	2	2	3	0	3	3	0	2	3	3	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
CIB3	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
SH3GL1	0	3	1	2	2	2	0	1	2	3	2	2	2	1	2	3	1	2	2	0	2	2	2	0	2	3	2	1	1	3	1	2	3	2	2	3	3	3	1	2	2	0	2	1	0	2	3	3	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
DUS3L	2	3	3	2	2	3	1	3	2	2	0	3	3	3	3	3	3	3	2	2	3	3	3	2	3	2	1	3	3	2	3	3	2	2	2	2	3	3	2	2	1	3	3	3	3	3	3	3	3	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
DPP9	1	2	0	2	0	2	2	1	0	1	1	1	2	2	2	2	2	2	2	2	2	0	3	0	2	1	0	2	0	1	2	2	2	0	1	1	2	1	0	0	0	0	2	2	0	1	2	2	1	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
DMRTC2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
CCDC97	1	1	2	3	0	3	2	2	0	1	2	2	2	2	3	3	3	2	2	2	1	0	0	3	3	1	1	2	1	0	2	2	2	2	2	3	-100	0	1	1	-100	0	2	3	3	3	2	1	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
TMEM91	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
ZFP14	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
SIRT3	2	3	1	2	3	3	3	3	3	2	3	3	3	3	2	3	3	3	3	2	3	2	1	2	3	2	2	2	3	2	3	2	2	3	2	3	3	2	2	2	2	2	3	2	3	2	3	2	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
IFITM3	0	2	0	3	2	2	1	0	0	1	1	0	0	2	3	2	3	0	1	1	1	1	2	0	2	0	3	0	3	0	0	0	0	0	2	2	3	0	3	2	2	0	3	3	3	3	2	0	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
PGGHG	3	2	1	1	2	2	2	2	1	2	2	3	2	2	2	2	2	2	3	2	2	3	2	1	2	0	1	2	2	2	2	2	2	2	2	2	2	3	2	1	0	0	2	2	2	2	2	2	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
HUNK	2	2	1	2	2	2	1	2	2	2	2	2	1	1	2	2	1	2	2	2	2	1	2	1	2	2	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2	1	2	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
COL6A1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	3	0	2	1	1	0	0	0	1	1	2	0	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
IFNAR1	0	1	0	2	1	2	2	2	0	1	1	2	2	2	2	1	2	2	0	2	1	1	1	2	2	2	0	1	1	2	2	1	2	2	0	0	2	1	0	0	0	0	2	2	2	1	0	2	1	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
SOD1	2	2	1	1	2	0	1	3	1	1	1	2	2	2	2	1	2	2	1	2	2	3	1	2	0	1	2	2	2	2	2	1	1	2	1	2	0	1	1	1	1	2	2	2	3	2	1	1	1	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
COL6A2	3	2	2	1	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	3	0	0	2	0	0	2	1	0	0	0	1	0	0	0	3	3	2	2	0	1	2	2	2	0	0	1	0	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
SIK1	2	3	2	3	3	3	3	3	1	3	3	3	2	2	3	3	2	3	2	2	2	3	3	2	3	3	3	2	3	3	2	3	2	2	2	3	3	3	3	3	1	1	3	3	3	3	3	3	3	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
DNMT3L	1	2	1	0	0	2	2	1	0	2	1	1	0	1	2	2	1	2	1	2	2	1	0	0	2	2	0	1	0	2	1	1	2	1	2	1	2	1	0	0	0	0	2	2	1	1	1	2	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
TRPM2	0	1	0	3	0	1	1	3	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	2	0	0	0	1	2	1	0	0	1	0	0	1	0	1	0	0	0	0	1	1	2	1	0	0	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
TMEM50B	0	3	1	2	0	2	2	2	0	1	1	2	2	0	2	2	1	3	2	0	1	2	2	2	2	2	0	1	1	3	2	2	2	2	0	3	2	2	1	1	1	0	2	2	3	2	1	2	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
APP	0	0	0	0	1	0	2	0	0	0	1	0	0	1	1	0	0	1	0	2	0	0	0	0	0	0	0	1	0	1	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
DOP1B	0	2	0	2	0	1	0	0	2	2	2	3	1	0	-100	1	0	2	2	2	0	1	1	0	-100	0	0	0	3	0	1	2	2	2	0	0	0	3	1	0	0	1	3	3	1	1	0	1	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
URB1	3	3	2	3	3	3	3	3	1	3	3	3	2	2	3	3	3	3	3	3	2	2	0	2	3	3	3	3	3	3	3	3	3	3	2	3	2	3	2	2	2	3	3	3	3	3	2	3	3	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
AKT1	2	3	3	3	3	3	2	1	0	2	2	3	3	3	3	2	3	3	2	3	2	1	2	3	3	2	3	3	2	3	2	3	1	3	1	3	2	2	2	2	2	2	2	2	2	2	2	3	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
SAE1	1	2	2	1	0	2	2	0	1	2	1	2	0	1	1	2	2	2	0	2	1	0	0	0	2	1	0	2	-100	2	1	2	1	2	0	0	0	2	1	1	1	1	2	2	3	2	2	2	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
LMTK3	0	3	0	0	0	0	3	3	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
CBLC	0	2	0	0	0	3	0	0	0	0	0	2	1	0	1	-100	1	2	1	1	2	2	0	0	0	1	0	0	1	1	1	0	1	-100	1	1	1	2	0	0	-100	0	1	1	2	1	0	0	1	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
ADAMTS10	2	2	0	2	1	2	2	1	1	2	2	2	1	2	2	2	2	2	2	2	2	2	2	0	2	2	0	2	2	2	2	2	2	2	2	2	2	2	1	2	2	0	2	2	2	2	2	2	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
SLC6A3	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	3	-100	
RNPEPL1	1	1	0	1	3	3	0	2	0	2	0	1	1	1	1	2	2	2	0	0	2	0	2	0	3	2	0	0	1	3	2	2	1	2	1	1	2	2	2	1	0	0	1	2	1	3	2	2	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
CAPN10	0	2	3	2	0	2	2	1	0	1	1	2	2	2	2	0	2	2	1	1	2	2	3	3	2	0	0	3	1	3	3	2	3	2	0	2	1	2	0	1	1	2	3	2	2	2	2	2	1	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
MYO1F	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
NLRP12	0	0	0	2	1	2	2	2	0	2	2	2	2	2	2	1	3	2	1	2	2	1	1	2	2	1	0	2	0	2	1	2	1	2	3	2	0	2	0	1	1	0	2	2	0	2	1	0	1	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
CACNG8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
ZNF787	0	2	0	2	1	0	0	0	1	1	2	2	2	1	2	0	2	2	0	0	1	1	1	0	0	2	1	0	0	1	2	2	2	2	1	1	2	2	2	1	1	0	2	2	0	2	2	2	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
TIMM29	3	2	2	3	1	3	0	1	0	2	3	3	2	2	2	2	3	3	3	0	3	2	2	3	3	2	2	3	2	3	2	3	2	3	2	3	3	3	2	3	3	3	3	3	3	3	2	2	3	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
FBN3	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
CARM1	2	2	0	2	2	2	0	1	1	2	2	2	2	1	1	2	2	2	2	0	2	2	2	2	-100	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	0	2	2	2	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
EVI5L	0	2	3	3	3	3	2	2	2	2	1	3	3	3	3	3	3	3	3	1	3	0	2	3	3	3	1	2	2	3	3	3	3	3	3	3	2	3	3	1	2	3	3	3	2	2	3	3	3	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
SLC47A1	0	3	0	1	1	0	0	0	1	0	2	2	0	0	0	0	2	1	1	0	3	1	3	1	0	0	0	0	0	0	1	0	0	1	1	1	0	2	1	1	0	0	0	1	1	1	1	0	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
PSMB6	2	3	1	2	2	2	3	3	3	2	2	3	2	2	2	2	2	3	2	2	2	3	2	1	2	3	2	2	2	3	2	2	2	3	2	0	1	2	2	0	1	2	2	2	0	3	2	3	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
SIGLEC10	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-100	1	3	0	0	0	0	0	0	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
KLK3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
ZNF473	2	3	2	3	1	2	2	3	2	1	2	2	0	1	-100	1	2	2	2	1	2	0	2	2	2	1	1	2	2	2	1	2	1	2	2	2	2	2	1	2	2	2	2	2	2	2	0	2	1	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
RPS11	0	0	0	0	0	0	0	0	0	2	-100	2	0	0	2	2	2	0	1	1	2	0	0	0	0	2	0	0	-100	0	0	1	0	0	0	0	1	3	0	0	0	0	1	1	0	0	1	1	1	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
RPL13A	0	1	2	1	2	2	3	3	0	3	3	3	2	3	2	3	3	2	0	3	2	2	3	2	2	2	2	1	2	2	1	2	2	2	0	2	3	2	2	0	0	2	3	2	2	2	2	2	3	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
CTU1	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	2	0	2	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	1	2	1	0	0	0	0	0	2	0	0	0	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
NOSIP	2	1	1	1	0	-100	1	1	0	3	2	2	0	3	2	2	2	3	2	0	3	2	3	2	1	2	2	0	0	2	3	3	2	1	2	2	2	2	2	2	2	0	2	2	2	2	2	3	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
IGLON5	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
RCN3	0	2	1	2	1	2	1	2	1	0	0	2	1	1	2	1	2	2	2	2	2	2	2	0	1	0	0	2	2	2	2	2	1	2	2	0	1	2	0	0	0	1	2	2	2	2	0	0	1	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
ZNF614	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
SLC2A5	0	1	0	2	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	3	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	1	0	0	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
RERE	0	3	1	1	1	2	2	2	2	2	2	2	2	2	2	3	2	2	0	2	2	1	1	2	2	3	0	2	-100	2	2	2	1	2	0	2	2	2	1	2	2	2	2	2	3	2	2	2	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
MMEL1	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
CFAP74	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-100	-100	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
FHAD1	0	0	0	0	0	0	0	0	0	2	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
PADI1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
EFHD2	0	1	0	1	1	0	0	0	2	2	0	3	0	0	0	0	1	2	0	0	0	0	2	3	2	0	0	0	0	0	1	2	0	0	0	0	0	3	0	0	0	2	3	3	0	0	3	2	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
PEX14	1	3	3	1	2	3	2	3	1	2	2	3	3	3	3	3	3	2	1	2	0	3	3	2	3	2	1	2	3	2	3	3	2	3	1	1	2	3	1	1	1	2	3	3	3	2	3	2	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
PGD	2	2	0	3	1	2	0	0	1	2	1	2	2	2	2	3	1	3	0	0	0	1	3	2	1	2	0	1	2	0	2	2	1	2	0	0	1	2	0	1	1	1	2	2	0	2	3	2	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
